Date of List,Rank,Title,Author,Pub City,Publisher,Fict/Non/Int,Series,Hardback/paperback,,,,,,,,,,,
21-Jan-94,5,Pesni liubvi,"Khauvotch, S.",Moscow,Panorama,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
21-Jan-94,6,Skelet pod kolokolom,"Van Gulik, R.",Moscow,ACT-PRESS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
21-Jan-94,7,Tvin piks,"Linch, Dzhennifer i Frost, Skott",Rostov-na-Donu,Germes and Vagrius,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
21-Jan-94,8,Ment poganyi,"Leonov, N.",Moscow,SP Kvadrat,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
21-Jan-94,9,Park iurskogo perioda,"Kraiton, M.",Moscow,VAGRIUS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
21-Jan-94,10,Tanets liubvi,"Batler, K.",Moscow,Panorama,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,1,Velikaia kriminal'naia revoliutsiia,"Govorukhin, St.",Moscow,Andreevskii flag,Drugaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,2,Entsiklopediia sovremennogo bodibildinga,"Shvartsenegger, A., Dobbins, B.",Moscow,Fizkul'tura i sport,Drugaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,3,Lesbianki,"Morz, B.",Moscow,Panmarket,Drugaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,4,"Liudi sdelaiut tak, kak vy zakhotite","Parkinson, D.O.",Moscow,Novosti,Drugaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,5,Ulitsy Moskvy,not listed,Moscow,Avers,Drugaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,6,Russkie zagavory,"Savushkina, I.I.",Moscow,Pressa,Drugaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,7,Dom i podvor'e,"Mariniuk, T.",Moscow,Stroiizdat,Drugaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,8,Rukodelie,not listed,Moscow,Bol'shaia Ros. Entsiklopediia,Drugaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,9,Drevnie Tiurki,"Gumilev, L.",Moscow,"Klyshnikov, Komarov, i Ko",Drugaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,10,"Anglo-Russkii slovar'-spravochnik, tabuizirovannoi leksiki I evfemizmov",not listed,Moscow,KOMT,Drugaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,1,Kogda v nas streliaiut,"Slovin, L.",Moscow,SP Kvadrat,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,2,Tvin piks,"Linch, Dzhennifer i Frost, Skott",Rostov-na-Donu,Germes and Vagrius,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,3,Fontan zhelanii,"Elliot, R.",Moscow,Raduga,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,4,Skelet pod kolokolom,"Van Gulik, R.",Moscow,ACT-PRESS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,5,Dolgaia doroga v diunakh,"Rudnev, O.",Moscow,Drofa,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,6,Amerikanskaia zvezda,"Kollinz, D.",Moscow,OLMA-PRESS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,7,Tanets liubvi,"Batler, K.",Moscow,Panorama,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,8,Voskhodiashchee solntse,"Kraiton, M.",Moscow,VAGRIUS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,9,Pokhozhdeniia Shtandartenfiurera SS fon Shtirlitsa,"Leont'ev, B., Begemotov, N.",Moscow,Overlei,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
28-Jan-94,10,Strannyi razvedchik,"Porter, D.",Moscow,Kn. Obozrenie,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,1,Velikaia kriminal'naia revoliutsiia,"Govorukhin, St.",Moscow,Andreevskii flag,Drugaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,2,Entsiklopediia sovremennogo bodibildinga,"Shvartsenegger, A., Dobbins, B.",Moscow,Fizkul'tura i sport,Drugaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,3,"Anglo-Russkii slovar'-spravochnik, tabuizirovannoi leksiki I evfemizmov",not listed,Moscow,KOMT,Drugaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,4,Lesbianki,"Morz, B.",Moscow,Panmarket,Drugaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,5,Ulitsy Moskvy,not listed,Moscow,Avers,Drugaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,6,Russkie zagavory,"Savushkina, I.I.",Moscow,Pressa,Drugaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,7,Dom i podvor'e,"Mariniuk, T.",Moscow,Stroiizdat,Drugaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,8,Rukodelie,not listed,Moscow,Bol'shaia Ros. Entsiklopediia,Drugaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,9,Drevnie Tiurki,"Gumilev, L.",Moscow,"Klyshnikov, Komarov, i Ko",Drugaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,10,Samolechebnik,"Volosianko, M.I.",Moscow,Pisatel',Drugaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,1,Pokhozhdeniia Shtandartenfiurera SS fon Shtirlitsa,"Leont'ev, B., Begemotov, N.",Moscow,Overlei,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,2,Strannyi razvedchik,"Porter, D.",Moscow,Kn. Obozrenie,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,3,Kogda v nas streliaiut,"Slovin, L.",Moscow,SP Kvadrat,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,4,Tvin piks,"Linch, Dzhennifer i Frost, Skott",Rostov-na-Donu,Germes and Vagrius,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,5,Dolgaia doroga v diunakh,"Rudnev, O.",Moscow,Drofa,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,6,Amerikanskaia zvezda,"Kollinz, D.",Moscow,OLMA-PRESS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,7,Fontan zhelanii,"Elliot, R.",Moscow,Raduga,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,8,Skelet pod kolokolom,"Van Gulik, R.",Moscow,ACT-PRESS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,9,Dnevnik sekretarshi,"Lenskii, A.",Moscow,MP METSHEN,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
4-Feb-94,10,Voskhodiashchee solntse,"Kraiton, M.",Moscow,VAGRIUS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,1,Velikaia kriminal'naia revoliutsiia,"Govorukhin, St.",Moscow,Andreevskii flag,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,2,Entsiklopediia sovremennogo bodibildinga,"Shvartsenegger, A., Dobbins, B.",Moscow,Fizkul'tura i sport,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,3,"Anglo-Russkii slovar'-spravochnik, tabuizirovannoi leksiki I evfemizmov",not listed,Moscow,KOMT,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,4,Lesbianki,"Morz, B.",Moscow,Panmarket,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,5,Ulitsy Moskvy,not listed,Moscow,Avers,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,6,Russkie zagavory,"Savushkina, I.I.",Moscow,Pressa,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,7,Dom i podvor'e,"Mariniuk, T.",Moscow,Stroiizdat,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,8,Rukodelie,not listed,Moscow,Bol'shaia Ros. Entsiklopediia,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,9,Uchites' vkusno pech',not listed,Moscow,SP Kvadrat,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,10,Samolechebnik,"Volosianko, M.I.",Moscow,Pisatel',Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,1,Pokhozhdeniia Shtandartenfiurera SS fon Shtirlitsa,"Leont'ev, B., Begemotov, N.",Moscow,Overlei,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,2,Strannyi razvedchik,"Porter, D.",Moscow,Kn. Obozrenie,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,3,Kogda v nas streliaiut,"Slovin, L.",Moscow,SP Kvadrat,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,4,Tvin piks,"Linch, Dzhennifer i Frost, Skott",Rostov-na-Donu,Germes and Vagrius,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,5,Dolgaia doroga v diunakh,"Rudnev, O.",Moscow,Drofa,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,6,Rokovoi potselui,"Andersen, B.",Moscow,Vse dlia vas,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,7,Fontan zhelanii,"Elliot, R.",Moscow,Raduga,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,8,Skelet pod kolokolom,"Van Gulik, R.",Moscow,ACT-PRESS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,9,Ne umirai prezhde smerti,"Evtushenko, E.",Moscow,Mosk. Rabochii,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Feb-94,10,Voskhodiashchee solntse,"Kraiton, M.",Moscow,VAGRIUS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,1,Velikaia kriminal'naia revoliutsiia,"Govorukhin, St.",Moscow,Andreevskii flag,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,2,Entsiklopediia sovremennogo bodibildinga,"Shvartsenegger, A., Dobbins, B.",Moscow,Fizkul'tura i sport,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,3,Simvoly Rossii,not listed,Moscow,Panorama,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,4,Berezhlivoe domovodstvo,not listed,Moscow,Respublika,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,5,Samolechebnik,"Volosianko, M.I.",Moscow,Pisatel',Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,6,Uchites' vkusno pech',not listed,Moscow,SP Kvadrat,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,7,Dobraia sila: Samogipnoz,"Lekron, L.",Moscow,Pisatel',Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,8,Vsë o massazhe,"Dubrovskii, B.",Moscow,Fizkul'tura i sport,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,9,Dvorianskie rody Rossiiskoi Imperii,not listed,St. Petersburg,Vesti,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,10,Drevnie Tiurki,"Gumilev, L.",Moscow,"Klyshnikov, Komarov, i Ko",Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,1,Pokhozhdeniia Shtandartenfiurera SS fon Shtirlitsa,"Leont'ev, B., Begemotov, N.",Moscow,Overlei,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,2,Strannyi razvedchik,"Porter, D.",Moscow,Kn. Obozrenie,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,3,Kogda v nas streliaiut,"Slovin, L.",Moscow,SP Kvadrat,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,4,Skelet pod kolokolom,"Van Gulik, R.",Moscow,ACT-PRESS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,5,Chuzhoi,"Forster, A.",Moscow,Mir,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,6,Ne umirai prezhde smerti,"Evtushenko, E.",Moscow,Mosk. Rabochii,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,7,Dolgaia doroga v diunakh,"Rudnev, O.",Moscow,Drofa,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,8,Dolgaia doroga v diunakh,"Rudnev, O.",Moscow,Drofa,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,9,Mesto prestupleniia—Moskva,"Khrutskii, E.",Moscow,Kriminal,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Feb-94,10,Schast'e i taina,"Kholt, V.",Moscow,Panorama,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,1,"Moonwalk, ili lunnaia pokhodka Maikla Dzheksona","Dzhekson, Maikl",Moscow,ITAR-TASS,Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,2,Goroskop. 1994,"Grant, R.",Moscow,Olimp-PPP,Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,3,Merilin Monro,"Belen'kii, I.",St. Petersburg,Severo-Zapad,Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,4,Leonardo Da Vinchi; Mikelandzhelo; Rafael'; Rembrndt,not listed,Moscow,Respublika,Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,5,"Vsë o zhenshchine, ili zhenshchina—eto vsë",not listed,St. Petersburg,Spiks,Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,6,Sila uma; sposoby razreshenii konfliktov,"Skott, Dzh. G.",St. Petersburg,Spiks,Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,7,"Divo 93: Chudesa, rekordy, dostizheniia",not listed,Moscow,Divo-Russkaia kniga,Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,8,Dobraia sila: Samogipnoz,"Lekron, L.",Moscow,Pisatel',Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,9,Vsë o massazhe,"Dubrovskii, B.",Moscow,Fizkul'tura i sport,Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,10,Ocherki antichnogo simvolizma i mifologii,"Losev, A.F.",Moscow,Mysl',Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,1,Ment poganyi,"Leonov, N.",Moscow,SP Kvadrat,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,2,Impotent,"Nikonov, L.",Moscow,Metshen,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,3,Skelet pod kolokolom,"Van Gulik, R.",Moscow,AST-PRESS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,4,Schast'e i taina,"Kholt, V.",Moscow,Panorama,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,5,Tvin piks,"Linch, Dzhennifer i Frost, Skott",Rostov-na-Donu,Germes and Vagrius,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,6,Kogda v nas streliaiut,"Slovin, L.",Moscow,SP Kvadrat,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,7,Pokhozhdeniia Shtandartenfiurera SS fon Shtirlitsa,"Leont'ev, B., Begemotov, N.",Moscow,Overlei,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,8,Strannyi razvedchik,"Porter, D.",Moscow,Kn. Obozrenie,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,9,Park iurskogo perioda,"Kraiton, M.",Moscow,VAGRIUS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
22-Feb-94,10,Dolgaia doroga v diunakh,"Rudnev, O.",Moscow,Drofa,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,1,"Moonwalk, ili lunnaia pokhodka Maikla Dzheksona","Dzhekson, Maikl",Moscow,ITAR-TASS,Drugaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,2,Goroskop. 1994,"Grant, R.",Moscow,Olimp-PPP,Drugaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,3,Ocherki antichnogo simvolizma i mifologii,"Losev, A.F.",Moscow,Mysl',Drugaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,4,Tainy Kremlevskikh smertei,"Zenkovich, N.",Moscow,Nadezhda,Drugaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,5,Vsë o massazhe,"Dubrovskii, B.",Moscow,Fizkul'tura i sport,Drugaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,6,Dobraia sila: Samogipnoz,"Lekron, L.",Moscow,Pisatel',Drugaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,7,Tselitel'nye sily,"Malakhov, G.",Tula,Filin,Drugaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,8,Sovremennaia psikhologicheskaia zashchita,"Forchun, D.",Kiev,Sofiia,Drugaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,9,Merilin Monro,"Belen'kii, I.",St. Petersburg,Severo-Zapad,Drugaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,10,"Divo 93: Chudesa, rekordy, dostizheniia",not listed,Moscow,Divo-Russkaia kniga,Drugaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,1,Rett Batler,"Khilpatrik, D.",Moscow,AST,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,2,Prikliucheniia maiora Zviagina,"Veller, M.",Moscow,Veche,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,3,Tanets liubvi,"Batler, K.",Moscow,Panorama,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,4,Kogda v nas streliaiut,"Slovin, L.",Moscow,SP Kvadrat,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,5,Dolgaia doroga v diunakh,"Rudnev, O.",Moscow,Drofa,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,6,Skelet pod kolokolom,"Van Gulik, R.",Moscow,AST-PRESS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,7,Mel'nitsa bogov,"Sheldon, S.",Moscow,Novosti,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,8,Park iurskogo perioda,"Kraiton, M.",Moscow,VAGRIUS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,9,Roman veka,"Khmelevskaia, I.",Moscow,FANTOM PRESS INTER V.M.,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
1-Mar-94,10,Tvin piks,"Linch, Dzhennifer i Frost, Skott",Rostov-na-Donu,Germes and Vagrius,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,1,"Moonwalk, ili lunnaia pokhodka Maikla Dzheksona","Dzhekson, Maikl",Moscow,ITAR-TASS,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,2,Goroskop. 1994,"Grant, R.",Moscow,Olimp-PPP,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,3,Ocherki antichnogo simvolizma i mifologii,"Losev, A.F.",Moscow,Mysl',Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,4,Tainy Kremlevskikh smertei,"Zenkovich, N.",Moscow,Nadezhda,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,5,Ot Riurika do El'tsina,"Bezelianskii, Iu.",Moscow,Fizkul'tura i sport,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,6,"Shpion, kotoryi spas mir","Shekter, Dzh., Deriabin, P.",Moscow,Mezhdunarodnye otnosheniia,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,7,Mify v iskusstve starom i novom,"Mekaru, Rene",Moscow,Sovremennik,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,8,Sovremennaia psikhologicheskaia zashchita,"Forchun, D.",Kiev,Sofiia,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,9,Merilin Monro,"Belen'kii, I.",St. Petersburg,Severo-Zapad,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,10,"Divo 93: Chudesa, rekordy, dostizheniia",not listed,Moscow,Divo-Russkaia kniga,Drugaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,1,Rett Batler,"Khilpatrik, D.",Moscow,AST,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,2,Prosto Mariia,not listed,Moscow,"Fora-Fil'm, Prolog",Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,3,Ispoved' syshchika,"Leonov, N.",Moscow,SP Kvadrat,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,4,Vokzal dlia dvoikh,"Braginskii, E., Riazanov, E.",Moscow,Drofa,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,5,Bandity,"Slovin, L.",Moscow,Golos,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,6,Skelet pod kolokolom,"Van Gulik, R.",Moscow,AST-PRESS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,7,Mel'nitsa bogov,"Sheldon, S.",Moscow,Novosti,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,8,Bestiia,"Kollinz, D.",Minsk,Interdaidzest,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,9,Roman veka,"Khmelevskaia, I.",Moscow,FANTOM PRESS INTER V.M.,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
8-Mar-94,10,Tvin piks,"Linch, Dzhennifer i Frost, Skott",Rostov-na-Donu,Germes and Vagrius,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,1,"Moonwalk, ili lunnaia pokhodka Maikla Dzheksona","Dzhekson, Maikl",Moscow,ITAR-TASS,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,2,Goroskop. 1994,"Grant, R.",Moscow,Olimp-PPP,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,3,Ocherki antichnogo simvolizma i mifologii,"Losev, A.F.",Moscow,Mysl',Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,4,Tainy Kremlevskikh smertei,"Zenkovich, N.",Moscow,Nadezhda,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,5,Ot Riurika do El'tsina,"Bezelianskii, Iu.",Moscow,Fizkul'tura i sport,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,6,Naslazhdenie zhenshchiny,"Svift, R.",Moscow,Akvarium,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,7,Mify v iskusstve starom i novom,"Mekaru, Rene",Moscow,Sovremennik,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,8,Sovremennaia psikhologicheskaia zashchita,"Forchun, D.",Kiev,Sofiia,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,9,Merilin Monro,"Belen'kii, I.",St. Petersburg,Severo-Zapad,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,10,"Divo 93: Chudesa, rekordy, dostizheniia",not listed,Moscow,Divo-Russkaia kniga,Drugaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,1,Prosto Mariia,not listed,Moscow,"Fora-Fil'm, Prolog",Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,2,Ispoved' syshchika,"Leonov, N.",Moscow,SP Kvadrat,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,3,Vokzal dlia dvoikh,"Braginskii, E., Riazanov, E.",Moscow,Drofa,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,4,Rett Batler,"Khilpatrik, D.",Moscow,AST,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,5,Bandity,"Slovin, L.",Moscow,Golos,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,6,Skelet pod kolokolom,"Van Gulik, R.",Moscow,AST-PRESS,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,7,Mel'nitsa bogov,"Sheldon, S.",Moscow,Novosti,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,8,Bestiia,"Kollinz, D.",Minsk,Interdaidzest,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,9,Krysy,"Kherbert, D.",Moscow,Tsentrpoligraf,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
15-Mar-94,10,On menia liubit i liubit,not listed,Kiev,Dovira — In-t sotsiokul't. integratsii — Sobesednik,Khudozhestvennaia literatura,not listed,not listed,,,,,,,,,,,
22-Mar-94,1,Goroskop. 1994,"Grant, R.",Moscow,Olimp-PPP,Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Mar-94,2,Ocherki antichnogo simvolizma i mifologii,"Losev, A.F.",Moscow,Mysl',Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Mar-94,3,Ot Riurika do El'tsina,"Bezelianskii, Iu.",Moscow,Fizkul'tura i sport,Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Mar-94,4,Deep Purple,"Fedorov, O.",St. Petersburg,Petroart,Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Mar-94,5,Poslednee pravitel'stvo SSSR,"Nenashev, M.",Moscow,Krom,Drugaia literatura,not listed,not listed,,,,,,,,,,,
22-Mar-94,6,Kartezianskie razmyshleniia,"Mamardishvili, M.",Moscow,Progress-Kul'tura,Drugaia literatura,not listed,not listed,,,,,,,,,,,
